global_step,global_decision_step,approx_global_env_frame_step,policy_loss,value_loss,entropy,approx_kl,clip_fraction,learning_rate,rollout_action_0,rollout_action_1,rollout_action_2,rollout_action_3,rollout_action_4,rollout_action_5,rollout_action_6,rollout_action_7,rollout_action_8,rollout_action_9,rollout_action_10,rollout_action_11,dominant_action_frac,reward_clip,target_kl,rollout_int_reward_mean,rollout_int_reward_sum
10368,10368,41472,-0.012544246390461922,7.275539398193359,1.1851319074630737,0.0025456268340349197,0.09765625,0.0001,0,72,14,0,31,11,0,0,0,0,0,0,0.5625,1,0.03,1.3166681888776566e-05,0.0016853352817634004
10496,10496,41984,-0.00760505348443985,36.30328369140625,1.2629461288452148,0.0022859470918774605,0.0078125,0.0001,0,67,14,2,36,9,0,0,0,0,0,0,0.5234375,1,0.03,1.0947942392647292e-05,0.0014013366262588534
10624,10624,42496,-0.01145266368985176,8.21791934967041,1.3125450611114502,0.001819506287574768,0.01171875,0.0001,1,62,12,2,36,15,0,0,0,0,0,0,0.484375,1,0.03,1.0994935237818027e-05,0.0014073517104407074
10752,10752,43008,0.01912561058998108,9.644224166870117,1.4107418060302734,0.0038585541769862175,0.078125,0.0001,0,61,13,4,36,13,1,0,0,0,0,0,0.4765625,1,0.03,9.029020688444689e-06,0.0011557146481209202
10880,10880,43520,-0.008028507232666016,31.66259765625,1.4696097373962402,0.0017364779487252235,0.015625,0.0001,2,68,21,2,27,8,0,0,0,0,0,0,0.53125,1,0.03,5.883461746236662e-06,0.0007530831035182928
11008,11008,44032,5.960837006568909e-05,27.181785583496094,1.468843698501587,0.00010328181087970734,0.0,0.0001,0,45,22,2,43,16,0,0,0,0,0,0,0.3515625,1,0.03,5.075120146358358e-06,0.0006496153787338699
11136,11136,44544,-0.004865441471338272,39.009925842285156,1.4320600032806396,0.0004295799881219864,0.00390625,0.0001,0,53,18,1,42,14,0,0,0,0,0,0,0.4140625,1,0.03,4.3335156583168555e-06,0.0005546900042645575
11264,11264,45056,0.0022061318159103394,19.087312698364258,1.4082719087600708,0.0001931954175233841,0.0,0.0001,1,48,20,2,41,16,0,0,0,0,0,0,0.375,1,0.03,3.939806436648041e-06,0.0005042952238909493
11392,11392,45568,-0.0021874886006116867,23.270151138305664,1.3953256607055664,0.00024595577269792557,0.00390625,0.0001,2,48,15,2,39,22,0,0,0,0,0,0,0.375,1,0.03,5.508497430639636e-06,0.0007050876711218734
11520,11520,46080,-0.009920075535774231,30.721065521240234,1.3328056335449219,0.0033982815220952034,0.0078125,0.0001,1,55,16,1,39,16,0,0,0,0,0,0,0.4296875,1,0.03,7.798780821133278e-06,0.0009982439451050595
11648,11648,46592,-0.003868643194437027,11.141765594482422,1.2616479396820068,0.00447075255215168,0.01171875,0.0001,1,59,17,2,31,18,0,0,0,0,0,0,0.4609375,1,0.03,6.26361617506177e-06,0.0008017428704079066
11776,11776,47104,0.0004896633327007294,12.51541519165039,1.2296688556671143,0.00837426632642746,0.20703125,0.0001,1,56,10,2,43,16,0,0,0,0,0,0,0.4375,1,0.03,4.069438983123064e-06,0.0005208881898397522
11904,11904,47616,0.022681251168251038,10.427659034729004,1.1520158052444458,0.008615856990218163,0.16796875,0.0001,0,62,8,3,44,11,0,0,0,0,0,0,0.484375,1,0.03,4.668114478079133e-06,0.000597518653194129
12032,12032,48128,0.001654207706451416,36.240177154541016,1.1356446743011475,0.0007494250312447548,0.0078125,0.0001,1,72,6,0,39,10,0,0,0,0,0,0,0.5625,1,0.03,4.929061379499444e-06,0.0006309198565759289
12160,12160,48640,-0.004995115101337433,14.664515495300293,1.1436443328857422,0.0002506384626030922,0.0,0.0001,0,64,12,0,40,12,0,0,0,0,0,0,0.5,1,0.03,4.9298245254902895e-06,0.0006310175392627571
12288,12288,49152,0.0038026124238967896,15.335498809814453,1.1320494413375854,0.003862254321575165,0.0390625,0.0001,0,64,16,0,41,7,0,0,0,0,0,0,0.5,1,0.03,4.141298500570656e-06,0.000530086208073044
12416,12416,49664,0.00973588228225708,28.934417724609375,1.185612440109253,0.0033903755247592926,0.0234375,0.0001,0,88,6,0,27,7,0,0,0,0,0,0,0.6875,1,0.03,3.3122806240015734e-06,0.0004239719198722014
12544,12544,50176,0.005300477147102356,15.964681625366211,1.2395579814910889,0.0038126297295093536,0.12890625,0.0001,1,60,32,0,27,8,0,0,0,0,0,0,0.46875,1,0.03,3.822851141421779e-06,0.0004893249461019877
12672,12672,50688,0.00038134120404720306,30.09025764465332,1.259954571723938,0.00044029392302036285,0.0,0.0001,0,57,25,0,31,15,0,0,0,0,0,0,0.4453125,1,0.03,1.0307060691161496e-05,0.0013193037684686715
12800,12800,51200,0.0030146390199661255,14.757915496826172,1.2486186027526855,0.0004376787692308426,0.00390625,0.0001,1,56,28,0,34,9,0,0,0,0,0,0,0.4375,1,0.03,1.2246333930931996e-05,0.0015675307431592955
12928,12928,51712,-0.0047219377011060715,18.798927307128906,1.231377363204956,0.0007280092686414719,0.00390625,0.0001,0,70,29,1,15,13,0,0,0,0,0,0,0.546875,1,0.03,1.055536636584975e-05,0.001351086894828768
13056,13056,52224,-0.0008298903703689575,33.733787536621094,1.237439513206482,0.0009713293984532356,0.00390625,0.0001,0,59,24,1,34,10,0,0,0,0,0,0,0.4609375,1,0.03,7.926808297753496e-06,0.0010146314621124475
13184,13184,52736,-0.006366092711687088,30.314041137695312,1.2508409023284912,0.0009684935212135315,0.0,0.0001,0,56,32,0,31,9,0,0,0,0,0,0,0.4375,1,0.03,6.360654026593693e-06,0.0008141637154039927
13312,13312,53248,0.0016271434724330902,20.529199600219727,1.258342981338501,0.0005718544125556946,0.0,0.0001,0,66,28,0,23,11,0,0,0,0,0,0,0.515625,1,0.03,4.855460995045746e-06,0.0006214990073658555
13440,13440,53760,0.03400121256709099,16.728416442871094,1.2943439483642578,0.007296866737306118,0.21484375,0.0001,0,60,36,1,17,14,0,0,0,0,0,0,0.46875,1,0.03,4.676020912697254e-06,0.0005985306768252485
13568,13568,54272,-0.003922991454601288,29.356441497802734,1.306210994720459,0.003422173671424389,0.09765625,0.0001,2,47,45,0,29,5,0,0,0,0,0,0,0.3671875,1,0.03,4.071856434251231e-06,0.0005211976235841576
13696,13696,54784,0.0110013447701931,15.987032890319824,1.2915509939193726,0.0010366933420300484,0.0,0.0001,0,33,50,0,35,10,0,0,0,0,0,0,0.390625,1,0.03,5.1031713965699055e-06,0.0006532059387609479
13824,13824,55296,-0.008232291787862778,3.7488794326782227,1.267905592918396,0.0008449088782072067,0.0,0.0001,0,28,61,0,28,11,0,0,0,0,0,0,0.4765625,1,0.03,7.45079780983815e-06,0.0009537021196592832
13952,13952,55808,0.03758127987384796,21.569711685180664,1.1024589538574219,0.033460140228271484,0.5,0.0001,0,27,62,0,24,15,0,0,0,0,0,0,0.484375,1,0.03,6.99603271314686e-06,0.0008954921872827981
14080,14080,56320,0.019007403403520584,10.219903945922852,0.9865769147872925,0.006323827430605888,0.1015625,0.0001,0,28,73,0,21,6,0,0,0,0,0,0,0.5703125,1,0.03,8.188466075864653e-06,0.0010481236577106756
14208,14208,56832,-0.0018888413906097412,14.724842071533203,0.9766194820404053,8.512474596500397e-05,0.0078125,0.0001,0,33,73,0,20,2,0,0,0,0,0,0,0.5703125,1,0.03,9.742372050425274e-06,0.001247023622454435
14336,14336,57344,0.00023731961846351624,1.663370966911316,0.9632184505462646,2.8489157557487488e-05,0.0078125,0.0001,0,23,76,0,27,2,0,0,0,0,0,0,0.59375,1,0.03,8.485257716017713e-06,0.0010861129876502673
14464,14464,57856,-0.00921318493783474,6.456658363342285,0.9621669054031372,0.0014778012409806252,0.0390625,0.0001,0,17,87,0,23,1,0,0,0,0,0,0,0.6796875,1,0.03,4.191129207242739e-06,0.0005364645385270705
14592,14592,58368,0.031552284955978394,1.972733497619629,1.0060365200042725,0.01019634585827589,0.13671875,0.0001,0,35,72,0,20,1,0,0,0,0,0,0,0.5625,1,0.03,3.721786724142362e-06,0.0004763887006902223
