global_step,global_decision_step,approx_global_env_frame_step,episode,episode_decision_steps,episode_approx_env_frame_steps,episode_ext_reward,episode_int_reward,episode_total_reward,episode_final_x_pos,episode_max_x_pos,episode_mean_x_pos,visited_bins,episode_timeout,train_total_timesteps,train_max_episode_steps,frame_skip
27654,27654,110616,185,354,1416,1283.0,0.0,1283.0,1410,1410,702.9350282485875,29,0,1000000,3000,4
27930,27930,111720,186,276,1104,1542.0,0.0,1542.0,1654,1654,730.8333333333334,34,0,1000000,3000,4
28310,28310,113240,187,380,1520,1004.0,0.0,1004.0,1137,1137,706.7763157894736,23,0,1000000,3000,4
28387,28387,113548,188,77,308,612.0,0.0,612.0,685,685,329.27272727272725,14,0,1000000,3000,4
28422,28422,113688,189,35,140,247.0,0.0,247.0,311,311,141.4,7,0,1000000,3000,4
28521,28521,114084,190,99,396,609.0,0.0,609.0,685,685,393.04040404040404,14,0,1000000,3000,4
28762,28762,115048,191,241,964,704.0,0.0,704.0,809,809,531.5767634854772,17,0,1000000,3000,4
28954,28954,115816,192,192,768,775.0,0.0,775.0,869,869,532.4635416666666,18,0,1000000,3000,4
28993,28993,115972,193,39,156,238.0,0.0,238.0,303,303,146.92307692307693,7,0,1000000,3000,4
29026,29026,116104,194,33,132,251.0,0.0,251.0,315,315,156.0909090909091,7,0,1000000,3000,4
29817,29817,119268,195,791,3164,922.0,0.0,922.0,1137,1137,651.5613147914033,23,0,1000000,3000,4
30075,30075,120300,196,258,1032,1018.0,0.0,1018.0,1124,1124,581.0697674418604,23,0,1000000,3000,4
30122,30122,120488,197,47,188,234.0,0.0,234.0,301,301,144.38297872340425,7,0,1000000,3000,4
30861,30861,123444,198,739,2956,1226.0,0.0,1226.0,1431,1431,743.1799729364005,29,0,1000000,3000,4
30955,30955,123820,199,94,376,612.0,0.0,612.0,687,687,364.3191489361702,14,0,1000000,3000,4
31068,31068,124272,200,113,452,715.0,0.0,715.0,794,794,411.43362831858406,16,0,1000000,3000,4
31353,31353,125412,201,285,1140,1297.0,0.0,1297.0,1409,1409,685.7122807017544,29,0,1000000,3000,4
31526,31526,126104,202,173,692,809.0,0.0,809.0,898,900,564.7167630057803,19,0,1000000,3000,4
31744,31744,126976,203,218,872,800.0,0.0,800.0,898,898,588.0137614678899,18,0,1000000,3000,4
31902,31902,127608,204,158,632,636.0,0.0,636.0,722,722,455.626582278481,15,0,1000000,3000,4
31941,31941,127764,205,39,156,240.0,0.0,240.0,305,305,152.87179487179486,7,0,1000000,3000,4
32101,32101,128404,206,160,640,636.0,0.0,636.0,722,722,498.43125,15,0,1000000,3000,4
33081,33081,132324,207,980,3920,884.0,0.0,884.0,1136,1136,672.6724489795919,23,0,1000000,3000,4
33456,33456,133824,208,375,1500,1290.0,0.0,1290.0,1422,1422,768.1546666666667,29,0,1000000,3000,4
33495,33495,133980,209,39,156,227.0,0.0,227.0,291,291,169.71794871794873,6,0,1000000,3000,4
34518,34518,138072,210,1023,4092,1173.0,0.0,1173.0,1435,1435,825.4232649071358,29,0,1000000,3000,4
34570,34570,138280,211,52,208,227.0,0.0,227.0,293,293,138.69230769230768,6,0,1000000,3000,4
